,card,merchant,category,amount,transaction_date
6483-8008-0725-3097#2023-02-27T04:14:40.828Z,6483-8008-0725-3097,"Purdy, Funk and Brown",Groceries,1282.00,2023-02-27T04:14:40.828Z
6473-1639-3942-2839#2023-11-21T13:45:06.977Z,6473-1639-3942-2839,Douglas - Mann,Food & Drink,2375.00,2023-11-21T13:45:06.977Z
6452-6216-9963-7751-8721#2023-07-22T22:48:54.664Z,6452-6216-9963-7751-8721,"Schulist, Wolff and Marvin",Groceries,457.00,2023-07-22T22:48:54.664Z
3529-1451-8614-4852#2023-06-04T13:46:50.673Z,3529-1451-8614-4852,Moen Group,Online Retail,2521.00,2023-06-04T13:46:50.673Z
3529-3194-9032-6188#2023-06-13T08:40:05.478Z,3529-3194-9032-6188,"Ferry, Emard and Schultz",Online Retail,1065.00,2023-06-13T08:40:05.478Z
5473-3666-7080-4154#2023-05-16T01:05:46.139Z,5473-3666-7080-4154,"Davis, Tromp and Brakus",Transportation,1249.00,2023-05-16T01:05:46.139Z
677185426600835994#2023-12-04T20:28:12.920Z,677185426600835994,"Pollich, Abbott and Baumbach",Online Retail,1395.00,2023-12-04T20:28:12.920Z
5401-4599-9049-9560#2023-05-20T20:51:20.720Z,5401-4599-9049-9560,Tremblay - Klein,Transportation,2982.00,2023-05-20T20:51:20.720Z
6771-8956-8091-0673#2023-11-16T04:29:47.929Z,6771-8956-8091-0673,Hamill Inc,Online Retail,543.00,2023-11-16T04:29:47.929Z
3794-455398-15167#2023-11-12T05:11:06.585Z,3794-455398-15167,Kozey Group,Food & Drink,839.00,2023-11-12T05:11:06.585Z
6771-8982-3882-2622#2023-05-23T03:49:01.230Z,6771-8982-3882-2622,Pfeffer and Sons,Fashion,51.00,2023-05-23T03:49:01.230Z
67620173392700234161#2023-10-07T16:31:37.098Z,67620173392700234161,Schuster Inc,Fashion,2912.00,2023-10-07T16:31:37.098Z
5117-5036-9276-7751#2023-06-28T16:34:31.679Z,5117-5036-9276-7751,Adams - Hamill,Transportation,2450.00,2023-06-28T16:34:31.679Z
5528-0368-2065-4305#2023-07-19T21:37:12.817Z,5528-0368-2065-4305,"Greenholt, Gerlach and Bartoletti",Online Retail,2324.00,2023-07-19T21:37:12.817Z
6767-4340-4140-1846#2023-02-27T05:59:40.989Z,6767-4340-4140-1846,West Inc,Online Retail,2617.00,2023-02-27T05:59:40.989Z
6767-9497-1207-0571-09#2023-01-12T13:05:16.401Z,6767-9497-1207-0571-09,Keebler LLC,Groceries,238.00,2023-01-12T13:05:16.401Z
6441-6237-0977-6920-4795#2023-07-16T10:46:26.975Z,6441-6237-0977-6920-4795,"Considine, Rath and Considine",Food & Drink,2807.00,2023-07-16T10:46:26.975Z
670989585377272609#2023-02-06T17:18:37.909Z,670989585377272609,"Sawayn, Klocko and Ankunding",Groceries,16.00,2023-02-06T17:18:37.909Z
6706922358931409#2023-03-30T15:44:03.212Z,6706922358931409,"Kuhlman, Rowe and Dooley",Transportation,1129.00,2023-03-30T15:44:03.212Z
3529-0819-3878-2568#2023-05-19T19:55:16.009Z,3529-0819-3878-2568,Armstrong Group,Food & Drink,823.00,2023-05-19T19:55:16.009Z
3550-7181-7357-6484#2023-07-15T21:01:29.401Z,3550-7181-7357-6484,"Haley, Bernier and Robel",Transportation,2069.00,2023-07-15T21:01:29.401Z
6380-5628-2061-9266#2023-10-15T02:21:47.194Z,6380-5628-2061-9266,"Goodwin, Quigley and Walker",Food & Drink,2298.00,2023-10-15T02:21:47.194Z
3528-7001-4267-4664#2023-11-24T15:23:23.554Z,3528-7001-4267-4664,Herman - Rowe,Food & Drink,2609.00,2023-11-24T15:23:23.554Z
5407-8483-4300-0378#2023-08-13T14:43:29.356Z,5407-8483-4300-0378,Stamm - Heathcote,Groceries,2432.00,2023-08-13T14:43:29.356Z
4324706875259#2023-05-25T19:59:23.865Z,4324706875259,Bergnaum - Little,Online Retail,2678.00,2023-05-25T19:59:23.865Z
6397-1097-1823-8402#2023-04-27T07:48:11.146Z,6397-1097-1823-8402,Schneider and Sons,Transportation,1889.00,2023-04-27T07:48:11.146Z
3448-734755-77818#2023-01-05T14:09:43.142Z,3448-734755-77818,O'Conner Inc,Groceries,1131.00,2023-01-05T14:09:43.142Z
4532672573159#2023-02-19T19:32:19.990Z,4532672573159,Ondricka - Schumm,Online Retail,787.00,2023-02-19T19:32:19.990Z
5507-5942-8349-9662#2023-08-25T05:32:50.260Z,5507-5942-8349-9662,Howe - Bailey,Groceries,1144.00,2023-08-25T05:32:50.260Z
67631336246736148#2023-05-16T08:55:43.699Z,67631336246736148,Kshlerin and Sons,Food & Drink,575.00,2023-05-16T08:55:43.699Z
6381-9176-8611-8564#2023-07-16T21:19:12.115Z,6381-9176-8611-8564,Deckow - Crist,Fashion,2535.00,2023-07-16T21:19:12.115Z
6767-3694-6329-6587-655#2023-02-10T08:58:08.828Z,6767-3694-6329-6587-655,Prosacco - Nolan,Transportation,607.00,2023-02-10T08:58:08.828Z
5433-9835-9595-8235#2023-05-25T05:24:32.479Z,5433-9835-9595-8235,Goodwin and Sons,Fashion,1204.00,2023-05-25T05:24:32.479Z
3678-344105-7899#2023-04-25T17:34:30.332Z,3678-344105-7899,"Bergnaum, Kohler and Fay",Fashion,1257.00,2023-04-25T17:34:30.332Z
3449-153762-41414#2023-08-04T18:06:17.774Z,3449-153762-41414,MacGyver - Mertz,Food & Drink,401.00,2023-08-04T18:06:17.774Z
3528-7433-2767-5239#2023-11-04T12:13:02.898Z,3528-7433-2767-5239,Wuckert - Feil,Fashion,1413.00,2023-11-04T12:13:02.898Z
6763-4905-4771-6545#2023-02-25T21:41:06.939Z,6763-4905-4771-6545,Lesch Group,Food & Drink,883.00,2023-02-25T21:41:06.939Z
3722-280784-28197#2023-07-01T02:30:51.884Z,3722-280784-28197,Block Inc,Groceries,804.00,2023-07-01T02:30:51.884Z
6759-0716-0516-3782#2023-06-19T17:40:56.329Z,6759-0716-0516-3782,"Beahan, Lubowitz and Stracke",Transportation,1490.00,2023-06-19T17:40:56.329Z
67620173392700234161#2023-06-29T16:52:51.694Z,67620173392700234161,Frami Group,Fashion,2733.00,2023-06-29T16:52:51.694Z
6377-1437-1872-7027#2023-10-14T23:55:26.721Z,6377-1437-1872-7027,"Turner, Schroeder and Roob",Food & Drink,1544.00,2023-10-14T23:55:26.721Z
6011-2760-0501-6068#2023-01-31T22:37:45.781Z,6011-2760-0501-6068,Grady LLC,Fashion,1456.00,2023-01-31T22:37:45.781Z
3528-6558-3116-8628#2023-02-02T23:18:36.061Z,3528-6558-3116-8628,"Huel, West and Gorczany",Fashion,2515.00,2023-02-02T23:18:36.061Z
630448469154608799#2023-02-13T07:11:01.988Z,630448469154608799,Effertz Group,Transportation,1212.00,2023-02-13T07:11:01.988Z
6706000908932522#2023-06-21T23:22:30.132Z,6706000908932522,"Watsica, Weber and Gutkowski",Food & Drink,2457.00,2023-06-21T23:22:30.132Z
6767-9402-3832-5081-062#2023-10-21T23:32:22.218Z,6767-9402-3832-5081-062,"Lebsack, Nitzsche and Buckridge",Fashion,2729.00,2023-10-21T23:32:22.218Z
6759-0716-0516-3782#2023-10-06T16:39:13.737Z,6759-0716-0516-3782,"Auer, Torphy and Shields",Online Retail,2060.00,2023-10-06T16:39:13.737Z
5123-2954-1433-1527#2023-05-18T09:24:37.266Z,5123-2954-1433-1527,Cronin - Ryan,Online Retail,313.00,2023-05-18T09:24:37.266Z
6771-8940-5543-5572#2023-02-19T14:08:46.154Z,6771-8940-5543-5572,"Blanda, Kerluke and Hand",Online Retail,2709.00,2023-02-19T14:08:46.154Z
6498-6234-7948-2506-5211#2023-06-26T06:32:16.607Z,6498-6234-7948-2506-5211,"Denesik, Bode and Moore",Groceries,2459.00,2023-06-26T06:32:16.607Z
3758-551779-65153#2023-02-03T14:03:27.864Z,3758-551779-65153,Kertzmann - Rohan,Groceries,2906.00,2023-02-03T14:03:27.864Z
5038-4658-7268-9419#2023-03-10T05:12:00.124Z,5038-4658-7268-9419,"Bednar, Considine and Schmitt",Food & Drink,2266.00,2023-03-10T05:12:00.124Z
6767-9637-6813-7027#2023-04-24T00:42:15.732Z,6767-9637-6813-7027,Huels Group,Fashion,2687.00,2023-04-24T00:42:15.732Z
6459-6261-8981-3112-0884#2023-08-24T08:47:38.461Z,6459-6261-8981-3112-0884,Barrows and Sons,Fashion,954.00,2023-08-24T08:47:38.461Z
6011-6234-9979-9310-0722#2023-05-23T13:34:57.838Z,6011-6234-9979-9310-0722,"Lockman, Altenwerth and Sawayn",Fashion,6.00,2023-05-23T13:34:57.838Z
5038-7347-1004-8207#2023-02-24T09:29:41.941Z,5038-7347-1004-8207,Stehr - Feest,Transportation,981.00,2023-02-24T09:29:41.941Z
630469746867943561#2023-05-23T12:08:12.842Z,630469746867943561,"Keeling, Heathcote and Farrell",Food & Drink,2212.00,2023-05-23T12:08:12.842Z
4209-0463-6566-3479#2023-10-02T07:20:28.514Z,4209-0463-6566-3479,Kassulke - Rau,Groceries,1834.00,2023-10-02T07:20:28.514Z
6386-9164-0114-7960#2023-12-19T00:07:59.894Z,6386-9164-0114-7960,Mante Group,Transportation,399.00,2023-12-19T00:07:59.894Z
677198451430586406#2023-10-09T10:15:40.157Z,677198451430586406,Renner and Sons,Online Retail,782.00,2023-10-09T10:15:40.157Z
3492-272478-41611#2023-01-14T12:46:00.508Z,3492-272478-41611,Jacobi LLC,Groceries,485.00,2023-01-14T12:46:00.508Z
4039987725649#2023-05-01T15:14:28.178Z,4039987725649,McGlynn Group,Groceries,1790.00,2023-05-01T15:14:28.178Z
4153-4100-8499-9398#2023-03-21T01:59:52.621Z,4153-4100-8499-9398,"Harvey, Upton and Mayert",Online Retail,773.00,2023-03-21T01:59:52.621Z
6759-1148-7623-2058#2023-09-16T08:15:01.569Z,6759-1148-7623-2058,Friesen Group,Fashion,2318.00,2023-09-16T08:15:01.569Z
6304363902111956#2023-11-24T00:22:17.347Z,6304363902111956,Ferry - Monahan,Transportation,1258.00,2023-11-24T00:22:17.347Z
6767-6386-7249-0703-56#2023-05-19T15:17:18.939Z,6767-6386-7249-0703-56,"Keebler, Bogan and Mayert",Food & Drink,158.00,2023-05-19T15:17:18.939Z
3529-6709-9051-5682#2023-12-06T20:07:07.674Z,3529-6709-9051-5682,Windler LLC,Food & Drink,965.00,2023-12-06T20:07:07.674Z
50181411628948353#2023-01-09T15:01:14.183Z,50181411628948353,Littel LLC,Groceries,475.00,2023-01-09T15:01:14.183Z
6709976986221741747#2023-10-29T09:00:46.308Z,6709976986221741747,Nicolas - Runolfsson,Fashion,2909.00,2023-10-29T09:00:46.308Z
6767-6386-7249-0703-56#2023-01-14T15:43:32.185Z,6767-6386-7249-0703-56,"Roob, Bosco and Mante",Food & Drink,377.00,2023-01-14T15:43:32.185Z
501845394108606545#2023-09-07T08:19:03.300Z,501845394108606545,Price Inc,Groceries,2265.00,2023-09-07T08:19:03.300Z
6011-6221-8348-8052-6419#2023-07-12T14:59:41.339Z,6011-6221-8348-8052-6419,Trantow - Rosenbaum,Food & Drink,2162.00,2023-07-12T14:59:41.339Z
5495-3588-8930-6273#2023-09-05T02:35:18.674Z,5495-3588-8930-6273,"Schmeler, Walker and Bergnaum",Groceries,374.00,2023-09-05T02:35:18.674Z
3554-9912-2728-9463#2023-07-21T06:28:55.705Z,3554-9912-2728-9463,Lynch Group,Online Retail,637.00,2023-07-21T06:28:55.705Z
6759-8105-5167-8185-239#2023-03-21T05:52:26.956Z,6759-8105-5167-8185-239,"MacGyver, Harber and Hartmann",Groceries,2422.00,2023-03-21T05:52:26.956Z
6371-2151-8009-5210#2023-09-03T14:23:22.087Z,6371-2151-8009-5210,"Hayes, Johnston and Breitenberg",Food & Drink,960.00,2023-09-03T14:23:22.087Z
6482-6287-2938-0106-7436#2023-01-19T05:50:55.022Z,6482-6287-2938-0106-7436,"Powlowski, Berge and Beier",Fashion,171.00,2023-01-19T05:50:55.022Z
3714-703119-78353#2023-02-06T07:20:19.547Z,3714-703119-78353,Schuster - Graham,Food & Drink,228.00,2023-02-06T07:20:19.547Z
670672595492772187#2023-01-31T08:48:10.841Z,670672595492772187,Nicolas Inc,Groceries,1362.00,2023-01-31T08:48:10.841Z
3528-9584-3897-2610#2023-06-16T05:08:22.071Z,3528-9584-3897-2610,"Wyman, Johnson and Mohr",Groceries,1367.00,2023-06-16T05:08:22.071Z
6473-1639-3942-2839#2023-08-15T18:45:12.379Z,6473-1639-3942-2839,"Rath, Hoppe and Heller",Online Retail,2130.00,2023-08-15T18:45:12.379Z
4721025095156#2023-02-13T03:35:11.222Z,4721025095156,Schneider - Runte,Groceries,486.00,2023-02-13T03:35:11.222Z
3554-9912-2728-9463#2023-06-07T23:40:54.617Z,3554-9912-2728-9463,Pagac Group,Online Retail,1686.00,2023-06-07T23:40:54.617Z
3033-340476-3996#2023-04-18T07:44:54.116Z,3033-340476-3996,"Watsica, Macejkovic and Koelpin",Online Retail,2765.00,2023-04-18T07:44:54.116Z
3741-063509-39875#2023-11-23T07:55:34.405Z,3741-063509-39875,"Reichert, Conroy and Kuhlman",Transportation,2191.00,2023-11-23T07:55:34.405Z
6448-3338-6809-5193#2023-03-30T18:45:51.019Z,6448-3338-6809-5193,Larson LLC,Transportation,201.00,2023-03-30T18:45:51.019Z
4253467803434#2023-10-10T08:42:04.514Z,4253467803434,Nader Group,Online Retail,2796.00,2023-10-10T08:42:04.514Z
5385-1065-7116-5611#2023-10-19T11:33:01.670Z,5385-1065-7116-5611,King and Sons,Fashion,2751.00,2023-10-19T11:33:01.670Z
6495-6268-6534-7282-0439#2023-10-19T21:46:34.516Z,6495-6268-6534-7282-0439,"Steuber, Rau and Hessel",Transportation,147.00,2023-10-19T21:46:34.516Z
630457603225272551#2023-09-18T23:00:36.909Z,630457603225272551,Smitham Inc,Transportation,1007.00,2023-09-18T23:00:36.909Z
6767-9682-1221-7145-134#2023-08-06T09:01:19.969Z,6767-9682-1221-7145-134,Flatley and Sons,Food & Drink,1841.00,2023-08-06T09:01:19.969Z
6771-8951-3020-9866#2023-08-17T01:57:15.652Z,6771-8951-3020-9866,Beier Inc,Food & Drink,1545.00,2023-08-17T01:57:15.652Z
6011-1157-8326-7826#2023-12-25T09:09:07.140Z,6011-1157-8326-7826,Gutkowski LLC,Food & Drink,2629.00,2023-12-25T09:09:07.140Z
3005-195370-9497#2023-12-22T06:34:38.605Z,3005-195370-9497,Flatley - Wisozk,Fashion,1703.00,2023-12-22T06:34:38.605Z
3046-121473-6199#2023-12-13T07:26:43.191Z,3046-121473-6199,Boyer Inc,Online Retail,1906.00,2023-12-13T07:26:43.191Z
4170-1946-1845-6617#2023-03-26T20:20:21.852Z,4170-1946-1845-6617,Labadie and Sons,Online Retail,580.00,2023-03-26T20:20:21.852Z
3645-039600-6962#2023-01-24T17:13:03.231Z,3645-039600-6962,Jakubowski - Morar,Food & Drink,2658.00,2023-01-24T17:13:03.231Z
6762460704782769227#2023-03-08T01:37:07.897Z,6762460704782769227,Friesen - Walter,Groceries,2785.00,2023-03-08T01:37:07.897Z
6304053263845850#2023-09-26T03:08:42.627Z,6304053263845850,"Stark, Morissette and Reichert",Groceries,2467.00,2023-09-26T03:08:42.627Z
5224-0415-5978-3579#2023-09-21T11:31:33.213Z,5224-0415-5978-3579,Schmidt - O'Keefe,Transportation,1649.00,2023-09-21T11:31:33.213Z
3528-4236-9627-2419#2023-10-28T11:02:33.469Z,3528-4236-9627-2419,"Zboncak, Wiza and Gorczany",Fashion,1382.00,2023-10-28T11:02:33.469Z
6771-8990-8677-2257#2023-01-11T11:41:44.847Z,6771-8990-8677-2257,Gerlach - Turcotte,Food & Drink,168.00,2023-01-11T11:41:44.847Z
6771-8933-7162-5791#2023-01-10T18:09:53.886Z,6771-8933-7162-5791,Bergstrom - Marquardt,Fashion,874.00,2023-01-10T18:09:53.886Z
5255-3998-7049-1492#2023-11-19T06:45:54.167Z,5255-3998-7049-1492,"VonRueden, Streich and Borer",Transportation,1191.00,2023-11-19T06:45:54.167Z
67631359338835818#2023-04-02T03:15:39.452Z,67631359338835818,Smith Group,Food & Drink,2495.00,2023-04-02T03:15:39.452Z
3734-343012-96133#2023-11-24T15:48:08.945Z,3734-343012-96133,"Hermann, Abshire and Satterfield",Food & Drink,1629.00,2023-11-24T15:48:08.945Z
3563-6501-7701-9051#2023-11-17T14:46:12.665Z,3563-6501-7701-9051,Dach - Beier,Fashion,1266.00,2023-11-17T14:46:12.665Z
6011-1295-7947-5154#2023-08-04T00:40:56.725Z,6011-1295-7947-5154,Murazik LLC,Food & Drink,1035.00,2023-08-04T00:40:56.725Z
6771-8982-8505-4897#2023-06-17T09:53:20.241Z,6771-8982-8505-4897,Hahn and Sons,Fashion,141.00,2023-06-17T09:53:20.241Z
3554-9912-2728-9463#2023-11-19T09:44:38.811Z,3554-9912-2728-9463,Skiles and Sons,Transportation,2668.00,2023-11-19T09:44:38.811Z
3558-4087-5218-4726#2023-01-27T13:16:57.747Z,3558-4087-5218-4726,Runolfsson Inc,Food & Drink,854.00,2023-01-27T13:16:57.747Z
6767-7238-0186-4122#2023-08-23T07:54:26.135Z,6767-7238-0186-4122,Lockman - Kassulke,Food & Drink,2642.00,2023-08-23T07:54:26.135Z
6767-7436-3073-0644-709#2023-02-16T03:57:43.843Z,6767-7436-3073-0644-709,Heaney - Rau,Online Retail,1181.00,2023-02-16T03:57:43.843Z
3436-574113-57828#2023-04-16T23:45:59.425Z,3436-574113-57828,Parisian - Thiel,Groceries,2702.00,2023-04-16T23:45:59.425Z
6771-8954-4845-9468#2023-08-21T16:45:48.631Z,6771-8954-4845-9468,Brakus LLC,Transportation,1800.00,2023-08-21T16:45:48.631Z
6767-1135-6137-5206#2023-09-25T04:37:44.690Z,6767-1135-6137-5206,Weimann LLC,Groceries,2412.00,2023-09-25T04:37:44.690Z
3528-2303-5308-8602#2023-07-12T13:40:16.714Z,3528-2303-5308-8602,Durgan LLC,Fashion,2551.00,2023-07-12T13:40:16.714Z
3586-4741-6771-0980#2023-08-26T03:47:17.832Z,3586-4741-6771-0980,"Russel, Cummerata and Spinka",Groceries,1235.00,2023-08-26T03:47:17.832Z
3740-640660-75692#2023-05-17T05:34:05.149Z,3740-640660-75692,Smith LLC,Transportation,1384.00,2023-05-17T05:34:05.149Z
4176501589513#2023-06-20T02:48:23.185Z,4176501589513,"Douglas, Walter and Kutch",Transportation,310.00,2023-06-20T02:48:23.185Z
6396-4854-2895-1554#2023-05-01T13:52:45.891Z,6396-4854-2895-1554,Yundt - Konopelski,Fashion,1253.00,2023-05-01T13:52:45.891Z
5467-4361-3550-7854#2023-03-28T06:59:27.102Z,5467-4361-3550-7854,McLaughlin Inc,Food & Drink,857.00,2023-03-28T06:59:27.102Z
6771-8911-7438-8427#2023-04-21T17:01:58.851Z,6771-8911-7438-8427,"Rogahn, Trantow and Casper",Fashion,1942.00,2023-04-21T17:01:58.851Z
6767-1619-3711-6016-805#2023-10-16T11:52:30.104Z,6767-1619-3711-6016-805,Torphy - Hodkiewicz,Groceries,2018.00,2023-10-16T11:52:30.104Z
6304547484775457#2023-10-17T05:41:59.931Z,6304547484775457,O'Keefe Group,Food & Drink,468.00,2023-10-17T05:41:59.931Z
670909151494230637#2023-10-15T14:39:27.091Z,670909151494230637,"Powlowski, Ondricka and Kerluke",Groceries,146.00,2023-10-15T14:39:27.091Z
6767-3823-1758-1280#2023-11-26T11:04:23.983Z,6767-3823-1758-1280,Murray - Davis,Transportation,5.00,2023-11-26T11:04:23.983Z
3528-3695-0201-7995#2023-02-04T22:37:43.879Z,3528-3695-0201-7995,"Kohler, Kunze and Keebler",Transportation,1029.00,2023-02-04T22:37:43.879Z
6759-8238-5869-2958-46#2023-10-08T19:17:27.280Z,6759-8238-5869-2958-46,"Flatley, Dicki and Ullrich",Fashion,832.00,2023-10-08T19:17:27.280Z
3565-3112-9406-2924#2023-07-30T12:06:07.000Z,3565-3112-9406-2924,Hilll Inc,Fashion,2559.00,2023-07-30T12:06:07.000Z
4768773097439#2023-11-01T20:20:55.743Z,4768773097439,Schoen - Steuber,Transportation,596.00,2023-11-01T20:20:55.743Z
3023-257659-7945#2023-09-19T14:40:50.774Z,3023-257659-7945,Reilly - Dare,Groceries,1651.00,2023-09-19T14:40:50.774Z
3563-6501-7701-9051#2023-08-11T10:56:34.119Z,3563-6501-7701-9051,Lebsack LLC,Fashion,572.00,2023-08-11T10:56:34.119Z
6386-9965-7161-7224#2023-05-20T20:40:18.091Z,6386-9965-7161-7224,Leffler and Sons,Groceries,1222.00,2023-05-20T20:40:18.091Z
6395-2019-4427-5266#2023-02-14T02:55:30.117Z,6395-2019-4427-5266,"Grant, Sawayn and Lindgren",Transportation,1858.00,2023-02-14T02:55:30.117Z
630448469154608799#2023-10-24T04:13:44.145Z,630448469154608799,Schaden - Denesik,Transportation,1153.00,2023-10-24T04:13:44.145Z
6011-4962-4699-1461#2023-01-22T14:53:06.193Z,6011-4962-4699-1461,"Kiehn, Hayes and Harber",Food & Drink,1929.00,2023-01-22T14:53:06.193Z
3029-667806-3460#2023-11-12T18:41:07.454Z,3029-667806-3460,Schroeder LLC,Transportation,1013.00,2023-11-12T18:41:07.454Z
3722-280784-28197#2023-08-15T16:45:32.728Z,3722-280784-28197,Harris - Mitchell,Transportation,2741.00,2023-08-15T16:45:32.728Z
6771-8946-6100-6007#2023-07-12T10:42:42.944Z,6771-8946-6100-6007,Heidenreich - Paucek,Food & Drink,1394.00,2023-07-12T10:42:42.944Z
6771-8951-3020-9866#2023-07-18T14:39:41.074Z,6771-8951-3020-9866,Medhurst LLC,Food & Drink,1291.00,2023-07-18T14:39:41.074Z
6448-3338-6809-5193#2023-11-06T12:31:18.214Z,6448-3338-6809-5193,Blanda - Carter,Online Retail,2057.00,2023-11-06T12:31:18.214Z
677158578136672847#2023-12-30T12:17:29.644Z,677158578136672847,"Hickle, Thiel and Grimes",Transportation,2703.00,2023-12-30T12:17:29.644Z
6759-1512-0390-4229-04#2023-04-10T12:06:50.085Z,6759-1512-0390-4229-04,Keeling - Hoeger,Fashion,858.00,2023-04-10T12:06:50.085Z
3683-844540-3497#2023-09-10T11:32:23.574Z,3683-844540-3497,"Schowalter, Collins and Weimann",Food & Drink,1285.00,2023-09-10T11:32:23.574Z
3529-4690-1897-7622#2023-07-31T11:13:37.303Z,3529-4690-1897-7622,Blanda Inc,Transportation,1814.00,2023-07-31T11:13:37.303Z
5407-8483-4300-0378#2023-05-02T00:38:17.595Z,5407-8483-4300-0378,Abernathy - Sporer,Fashion,593.00,2023-05-02T00:38:17.595Z
3683-844540-3497#2023-06-14T06:54:08.856Z,3683-844540-3497,Pouros LLC,Groceries,1380.00,2023-06-14T06:54:08.856Z
3586-4741-6771-0980#2023-03-13T15:17:56.409Z,3586-4741-6771-0980,Keebler LLC,Groceries,2202.00,2023-03-13T15:17:56.409Z
3784-363721-86999#2023-03-20T18:19:09.933Z,3784-363721-86999,Connelly - Kuvalis,Food & Drink,2663.00,2023-03-20T18:19:09.933Z
5104-4198-8169-5569#2023-01-23T01:15:59.791Z,5104-4198-8169-5569,Strosin Inc,Transportation,2234.00,2023-01-23T01:15:59.791Z
6767-4004-4921-7464#2023-12-25T22:23:36.734Z,6767-4004-4921-7464,"Adams, Runolfsdottir and Sipes",Fashion,2711.00,2023-12-25T22:23:36.734Z
6709805007979696#2023-01-27T11:22:07.486Z,6709805007979696,"Feil, Rau and Fahey",Fashion,313.00,2023-01-27T11:22:07.486Z
5462-5677-8718-6012#2023-05-26T10:39:58.658Z,5462-5677-8718-6012,Gleason - Hickle,Food & Drink,1778.00,2023-05-26T10:39:58.658Z
4426-9016-5998-7801#2023-07-24T16:49:37.535Z,4426-9016-5998-7801,"Rutherford, Johnson and Will",Food & Drink,549.00,2023-07-24T16:49:37.535Z
4345-5006-6424-0657#2023-01-19T13:16:35.030Z,4345-5006-6424-0657,Macejkovic LLC,Online Retail,2426.00,2023-01-19T13:16:35.030Z
4253467803434#2023-10-30T03:53:55.903Z,4253467803434,"Lehner, Quitzon and Cruickshank",Transportation,1211.00,2023-10-30T03:53:55.903Z
6771-8985-4702-0082#2023-07-24T00:18:53.604Z,6771-8985-4702-0082,"Rosenbaum, Towne and Kuphal",Food & Drink,1347.00,2023-07-24T00:18:53.604Z
5893-7808-8491-3837#2023-09-12T12:53:39.336Z,5893-7808-8491-3837,"Feest, Block and Huel",Fashion,156.00,2023-09-12T12:53:39.336Z
6598-6253-6275-8072-9438#2023-08-04T22:43:39.974Z,6598-6253-6275-8072-9438,Friesen Inc,Fashion,1717.00,2023-08-04T22:43:39.974Z
6759-2439-7264-3166-079#2023-12-12T19:28:58.798Z,6759-2439-7264-3166-079,Hansen - Schaefer,Transportation,1937.00,2023-12-12T19:28:58.798Z
6759-8268-2176-6926-279#2023-09-17T09:37:13.448Z,6759-8268-2176-6926-279,Mertz - Doyle,Groceries,2740.00,2023-09-17T09:37:13.448Z
6767-7436-3073-0644-709#2023-04-04T07:32:01.914Z,6767-7436-3073-0644-709,Barrows Inc,Fashion,1041.00,2023-04-04T07:32:01.914Z
3528-7104-1496-0642#2023-12-13T11:38:32.719Z,3528-7104-1496-0642,"Jacobi, Will and Wolf",Transportation,129.00,2023-12-13T11:38:32.719Z
6304965416896302651#2023-07-21T14:40:53.126Z,6304965416896302651,Cummings - Willms,Food & Drink,1212.00,2023-07-21T14:40:53.126Z
3529-7912-7989-7797#2023-03-17T18:39:57.113Z,3529-7912-7989-7797,Baumbach - Bartoletti,Transportation,1201.00,2023-03-17T18:39:57.113Z
6476-0834-8648-6069#2023-05-03T04:21:21.074Z,6476-0834-8648-6069,Mueller - Moen,Fashion,322.00,2023-05-03T04:21:21.074Z
6397-9790-9559-8531#2023-08-24T10:50:29.857Z,6397-9790-9559-8531,Friesen - Hilll,Food & Drink,1966.00,2023-08-24T10:50:29.857Z
6759-0396-5532-3919-51#2023-06-19T11:11:42.564Z,6759-0396-5532-3919-51,Herman LLC,Food & Drink,2709.00,2023-06-19T11:11:42.564Z
6390-1552-9308-6861#2023-09-28T22:17:05.122Z,6390-1552-9308-6861,Goyette Inc,Transportation,2068.00,2023-09-28T22:17:05.122Z
